name,k,VF,density,ASA_grav,ASA_vol,LPD,PLD,volume,,,,N_atoms,,N_metal_containing_bonds,N_metal_nonmetal_bonds,N_metal_linker_bonds,formula,metal_nonmetal_ratio,metal_node_connectivity,metal_node_name,N_atoms_per_linker,linker_SMILES,N_ccs
SR_xbb_v1-8c_Co_2_Ch_v2-5c_bicyclooctane_Ch_v3-4c_bicyclooctane_Ch_1TrU_Ch_ntn_edge_2x2x2,0.2632,0.66222,0.747064,1884.9,1408.14,11.51443,4.31428,62432.36691,,,,2680,,160,160,128,C212Cl1Co4H76N42,0.012084592,8,8c_Co_2_Ch,,None,1
SR_vng_v1-6c_Fe_1_Ch_ntn_edge_2x2x2,3.92974,0.60426,1.31995,1057.2,1395.46,9.66246,6.31318,36633.34305,,,,1408,,960,960,768,C6Fe3O13,0.157894737,6,6c_Fe_1_Ch,6,O:C(:O)C(:O):O,1
SR_xbi_v1-8c_Co_2_Ch_v2-4c_ethene_Ch_1B_2CN_Ch_1x1x1,0.21969,0.6337,0.871377,1671.7,1456.68,14.69884,6.34308,72732.03667,,,,3048,,480,480,384,C66Cl1Co4H20N36,0.032520325,8,8c_Co_2_Ch,"74,24",N#CC1:C:C(C2C:N:N:N:2):C(C#N):C:C:1C(=C(C1:C:C(C#N):C(:C:C:1C#N)C1C:N:N:N:1)C1:C:C(C#N):C(:C:C:1C#N)C1C:N:N:N:1)C1:C:C(C#N):C(:C:C:1C#N)C1C:N:N:N:1___N#CC1:C:C(C2C:N:N:N:2):C(C#N):C:C:1C1C:N:N:N:1,1
SR_urn_v1-8c_Zr_1_Ch_v2-4c_pyrene_Ch_v3-3c_B_Ch_1TrU_Ch_ntn_edge_1x1x1,0.06291,0.89666,0.24792,4092.15,1014.53,39.43279,23.42928,59266.02144,,,,762,,144,144,48,C76H32O16Zr3,0.024193548,8,8c_Zr_1_Ch,,None,1
SR_wmi_v1-6c_Zr_1_Ch_2B_2SH_Ch_1x1x1,0.04662,0.8483,0.421065,3299.84,1389.45,28.79364,13.06011,163633.097,,,,2484,,864,864,216,C21H23O16S6Zr3,0.045454545,6,6c_Zr_1_Ch,30,O:C(:O)C1:C:C(S):C(:C:C:1S)C1:C:C(S):C(:C:C:1S)C(:O):O,1
SR_wiu_v1-6c_Ni_1_Ch_1B_2OH_Ch_1x1x1,0.18815,0.73066,0.799193,2614.19,2089.24,9.85631,6.69776,28495.56756,,,,992,,288,288,192,C12H7Ni2O10,0.068965517,6,6c_Ni_1_Ch,18,O:C(:O)C1:C:C(O):C(:C:C:1O)C(:O):O,1
SR_urn_v1-8c_Zr_1_Ch_v2-4c_pyrene_Ch_v3-3c_triazine_Ch_1B_2CN_Ch_ntn_edge_1x1x1,0.05364,0.87004,0.299507,3916.27,1172.95,39.50366,19.45947,76623.71729,,,,1170,,144,144,48,C112H36N28O16Zr3,0.015625,8,8c_Zr_1_Ch,,None,1
SR_xba_v1-4c_porphyrin_Ch_v2-8c_Zr_1_Ch_v3-4c_bicyclooctane_Ch_1DoU_Ch_2x2x1,0.13949,0.70204,0.651958,2533.99,1652.06,12.208,6.48164,47311.96824,,,,1960,,192,192,64,C128H86N12O16Zr3,0.012396694,8,8c_Zr_1_Ch,452,O:C(:O)C=CC12C=C3C=CC4:C5:C:C:C(:N:5):C5C=CC6=CC7(C=CC(:O):O)C=C8C=CC9:C%10:C:C:C(:N:%10):C%10C=CC%11=CC%12(C=CC(:O):O)C=C%13C=CC%14:C%15:C:C:C(:N:%15):C(C=CC(=C7)C86):C6:C:C:C(:[NH]:6):C6C=CC7=CC8(C=CC(:O):O)C=C%15C=CC(:C%16:C:C:C(:N:%16):C(C=CC%16=CC%17(C=CC(:O):O)C=C%18C=CC%19:C%20:C:C:C(:N:%20):C%20C=CC%21=CC%22(C=CC(:O):O)C=C%23C=CC%24:C%25:C:C:C(:N:%25):C(C=CC%25=CC%26(C=CC(:O):O)C=C(C=CC(:C%27:C:C:C:6:N:%27):C6:C:C:C:%14:[NH]:6)C%25C(C=CC6:C%14:C:C:C(:N:%14):C(C=CC(=C%22)C%23%21):C%14:C:C:C(:[NH]:%14):C(C=CC%14=CC%21(C=CC(:O):O)C=C%22C=CC(:C%23:C:C:C(:N:%23):C(C=CC(=C1)C3C(C=CC(:C1:C:C:C(:N:1):C(C=CC(=C%21)C%22%14):C1:C:C:C:%10:[NH]:1):C1:C:C:C:9:[NH]:1)=C2):C1:C:C:C:%19:[NH]:1):C1:C:C:C:%20:[NH]:1):C1:C:C:C(:N:1):C(C=CC(=C%12)C%11%13):C1:C:C:C:6:[NH]:1)=C%26):C1:C:C:C(:[NH]:1):C(C=CC(=C8)C%157):C1:C:C:C(:N:1):C(C=CC(=C%17)C%16%18):C1:C:C:C:%24:[NH]:1):C1:C:C:C:4:[NH]:1):C1:C:C:C:5:[NH]:1,1
SR_vmh_v1-6c_Al_1_Ch_1TrU_Ch_2x1x2,0.61357,0.75414,0.646199,3032.73,1959.75,11.21797,10.18772,37840.48307,,,,896,,480,480,384,Al3C12O13,0.12,6,6c_Al_1_Ch,8,O:C(:O)C#CC(:O):O,1
SR_whc_v1-6c_Al_1_Ch_2B_4H_Ch_1x1x1,0.24458,0.87094,0.282649,4918.44,1390.19,27.98597,25.61595,38426.39224,,,,656,,120,120,96,Al3C42H24O13,0.037974684,6,6c_Al_1_Ch,26,O:C(:O)C1:C:C:C(:C:C:1)C1:C:C:C(:C:C:1)C(:O):O,1
SR_whh_v1-6c_Zr_1_Ch_1B_2Br_Ch_1x1x1,0.08006,0.70174,1.02678,1628.69,1672.31,16.67872,6.80926,48006.08994,,,,1536,,768,768,192,Br3C12H14O16Zr3,0.066666667,6,6c_Zr_1_Ch,16,O:C(:O)C1:C:C(Br):C(:C:C:1Br)C(:O):O,1
SR_whz_v1-6c_CdZn_1_Ch_ntn_edge_2x2x1,0.14368,0.64102,1.82207,925.918,1687.08,7.48525,4.76052,39818.05422,,,,1472,,1024,1024,768,C6Cd3O13Zn1,0.210526316,6,6c_CdZn_1_Ch,6,O:C(:O)C(:O):O,1
SR_vbv_v1-6c_Fe_1_Ch_1B_4Br_Ch_1x2x1,0.30906,0.6644,1.38282,1055.29,1459.28,14.22239,7.12673,62356.42386,,,,1664,,480,480,384,Br12C24Fe3O13,0.06122449,6,6c_Fe_1_Ch,16,O:C(:O)C1:C(Br):C(Br):C(C(:O):O):C(Br):C:1Br,1
SR_vme_v1-6c_Cr_1_Ch_2B_4CN_Ch_2x1x1,0.18411,0.77278,0.540522,3079.96,1664.79,14.41603,11.34167,41670.89444,,,,848,,120,120,96,C66Cr3N24O13,0.029126214,6,6c_Cr_1_Ch,34,N#CC1:C(C#N):C(:C(C#N):C(C#N):C:1C(:O):O)C1:C(C#N):C(C#N):C(C(:O):O):C(C#N):C:1C#N,1
SR_wiu_v1-6c_Ni_1_Ch_2B_4Br_Ch_1x1x1,0.10106,0.75014,1.10948,1714.73,1902.46,14.62857,8.11187,69037.79281,,,,1376,,288,288,192,Br12C21H1Ni2O7,0.048780488,6,6c_Ni_1_Ch,26,O:C(:O)C1:C(Br):C(Br):C(:C(Br):C:1Br)C1:C(Br):C(Br):C(C(:O):O):C(Br):C:1Br,1
SR_urg_v1-8c_Mn_1_Ch_v2-5c_bicyclooctane_Ch_v3-4c_porphyrin_Ch_1B_2OH_Ch_ntn_edge_1x1x1,0.34304,0.63178,0.850894,1722.76,1465.89,10.37974,7.26733,13473.1424,,,,670,,40,40,32,C172Cl1H86Mn4N56O16,0.012084592,8,8c_Mn_1_Ch,,None,1
SR_wmz_v1-6c_Cr_1_Ch_1B_2OH_Ch_1x1x1,0.21054,0.69286,0.827142,2190.13,1811.55,9.21184,6.72145,63268.8012,,,,2088,,540,540,432,C24Cr3H12O19,0.054545455,6,6c_Cr_1_Ch,18,O:C(:O)C1:C:C(O):C(:C:C:1O)C(:O):O,1
SR_xbb_v1-8c_Mn_1_Ch_v2-5c_bicyclooctane_Ch_v3-4c_bicyclooctane_Ch_1B_4Br_Ch_ntn_edge_2x2x2,0.21058,0.55462,1.4108,745.364,1051.56,6.95766,3.83401,56820.91064,,,,2872,,160,160,128,Br32C204Cl1H68Mn4N50,0.011267606,8,8c_Mn_1_Ch,,None,1
SR_uta_v1-3c_Cu_imadazoline_Ch_1B_4Br_Ch_1x1x1,0.04849,0.9649,0.140042,4065.21,569.302,47.98423,38.00313,1111390.357,,,,3744,,576,576,576,Br2C6Cu1H2N2,0.083333333,3,3c_Cu_imadazoline_Ch,24,BrC1:C(Br):C(C2:C:N:N:C:2):C(Br):C(Br):C:1C1:C:N:N:C:1,1
SR_xda_v1-4c_Cd_1_Ch_v2-4c_porphyrin_Ch_1B_2F_Ch_2x1x1,0.07733,0.88204,0.330723,4859.48,1607.14,20.56545,15.25799,51834.9116,,,,744,,128,128,128,C48Cd2F10H15N2O16,0.021978022,4,4c_Cd_1_Ch,"16,86",O:C(:O)C1:C:C(F):C(:C:C:1F)C(:O):O___O:C(:O)C1:C:C(F):C(:C:C:1F)C1:C2:C:C:C(:N:2):C(C2:C:C(F):C(:C:C:2F)C(:O):O):C2:C:C:C(:[NH]:2):C(C2:C:C(F):C(:C:C:2F)C(:O):O):C2:C:C:C(:N:2):C(C2:C:C(F):C(:C:C:2F)C(:O):O):C2:C:C:C:1:[NH]:2,1
SR_urz_v1-8c_Co_2_Ch_v2-4c_B_Ch_v3-3c_triazine_Ch_1B_2CH3_Ch_1x1x1,0.16793,0.77676,0.470799,4477.8,2108.14,13.57046,8.49317,34477.24806,,,,1108,,80,80,64,C130Cl1Co4H106N36,0.014652015,8,8c_Co_2_Ch,272,CC1:C:C(C2:N:C(:N:C(:N:2)C2:C:C(C):C(:C:C:2C)C2:C:C(C3:C:C(C):C(:C:C:3C)C3:N:C(:N:C(:N:3)C3:C:C(C):C(:C:C:3C)C3C:N:N:N:3)C3:C:C(C):C(:C:C:3C)C3C:N:N:N:3):C(:C:C:2C2:C:C(C):C(:C:C:2C)C2:N:C(:N:C(:N:2)C2:C:C(C):C(:C:C:2C)C2C:N:N:N:2)C2:C:C(C):C(:C:C:2C)C2C:N:N:N:2)C2:C:C(C):C(:C:C:2C)C2:N:C(:N:C(:N:2)C2:C:C(C):C(:C:C:2C)C2C:N:N:N:2)C2:C:C(C):C(:C:C:2C)C2C:N:N:N:2)C2:C:C(C):C(:C:C:2C)C2C:N:N:N:2):C(C):C:C:1C1C:N:N:N:1,1
SR_zzz_v1-3c_pyrrole_Ch_v2-6c_Zn_1_Ch_1B_4H_Ch_1x1x2,0.18676,0.77624,0.575877,4001.74,2304.51,12.28629,9.60317,25982.29266,,,,776,,128,128,96,C50H28N2O13Zn4,0.043010753,6,6c_Zn_1_Ch,46,O:C(:O)C1:C:C:C(:C:C:1)C1:C:C:C(C2:C:C:C(:C:C:2)C(:O):O):N:1C1:C:C:C(:C:C:1)C(:O):O,1
SR_zbc_v1-6c_Zr_1_Ch_v2-5c_bicyclooctane_Ch_v3-5c_bicyclooctane_Ch_1B_2NH2_Ch_ntn_edge_1x2x2,0.16267,0.73004,0.704282,2377.24,1674.24,13.75271,11.38509,83193.51897,,,,3024,,768,768,192,C67H67N17O32Zr6,0.032786885,6,6c_Zr_1_Ch,,None,1
SR_xab_v1-6c_Ni_1_Ch_v2-3c_triazine_Ch_1TrU_Ch_1x2x1,0.18887,0.82188,0.493966,4498.66,2222.18,11.83688,8.95653,25472.48052,,,,472,,144,144,96,C30H2N9Ni4O14,0.072727273,6,6c_Ni_1_Ch,34,O:C(:O)C#CC1:N:C(C#CC(:O):O):N:C(C#CC2:N:C(C#CC(:O):O):N:C(C#CC(:O):O):N:2):N:1,1
SR_zyg_v1-3c_Cu_imadazoline_Ch_v2-3c_Cu_imadazoline_Ch_v3-4c_Cu_1_Ch_1B_2OH_Ch_ntn_edge_1x1x1,0.08449,0.90796,0.301663,4979.22,1502.05,21.08734,16.62946,61202.77759,,,,612,,150,144,144,C20Cu5H12N8O6,0.108695652,"3,4","3c_Cu_imadazoline_Ch,4c_Cu_1_Ch","10,26",O:C(:O)C1:C:N:N:C:1___OC1:C:C(C2:C:N:N:C:2):C(O):C:C:1C1:C:N:N:C:1,1
SR_xbe_v1-3c_Cu_imadazoline_Ch_v2-4c_Cu_1_Ch_1B_2F_Ch_1x1x2,0.12857,0.92954,0.212526,5227.03,1110.88,21.09392,14.81371,102584.8423,,,,896,,168,160,160,C26Cu4F5H11N6O4,0.076923077,"3,4","3c_Cu_imadazoline_Ch,4c_Cu_1_Ch","24,16,20",FC1:C:C(C2:C:N:N:C:2):C(F):C:C:1C1:C:N:N:C:1___O:C(:O)C1:C:C(F):C(:C:C:1F)C(:O):O___O:C(:O)C1:C:C(F):C(:C:C:1F)C1:C:N:N:C:1,1
SR_vba_v1-4c_Ni_1_Ch_2B_2NO2_Ch_2x1x1,0.21902,0.83902,0.425832,4526.26,1927.43,15.66016,10.45311,239040.4612,,,,4480,,576,512,512,C14H4N4Ni1O12,0.029411765,4,4c_Ni_1_Ch,34,O:C(:O)C1:C:C(:C(:C:C:1N(:O):O)C1:C:C(:C(:C:C:1N(:O):O)C(:O):O)N(:O):O)N(:O):O,1
SR_wir_v1-6c_Ni_1_Ch_1B_2OH_Ch_1x1x1,0.16972,0.74758,0.751718,2507.99,1885.3,14.03453,8.40963,60590.34166,,,,1984,,576,576,384,C12H7Ni2O10,0.068965517,6,6c_Ni_1_Ch,18,O:C(:O)C1:C:C(O):C(:C:C:1O)C(:O):O,1
SR_vbr_v1-6c_Cr_1_Ch_1B_2Br_Ch_1x2x1,0.36913,0.70778,1.04032,1711.57,1780.59,11.51571,7.52856,58113.73995,,,,1664,,480,480,384,Br6C24Cr3H6O13,0.06122449,6,6c_Cr_1_Ch,16,O:C(:O)C1:C:C(Br):C(:C:C:1Br)C(:O):O,1
SR_vmf_v1-6c_Fe_1_Ch_ntn_edge_2x2x2,1.12804,0.5963,1.3457,1114.74,1500.11,7.55554,5.914,38099.61437,,,,1408,,960,960,768,C6Fe3O13,0.157894737,6,6c_Fe_1_Ch,6,O:C(:O)C(:O):O,1
SR_xab_v1-6c_Zr_1_Ch_v2-3c_pyrrole_Ch_ntn_edge_4B_fused_8H_Ch_2x2x2,0.23125,0.53176,1.30582,0,0,7.26975,2.86654,66986.28257,,,,3936,,1536,1536,384,C42H40N3O32Zr6,0.051282051,6,6c_Zr_1_Ch,50,O:C(:O)C1:C:C:C(C(:O):O):N:1C1:C:C2:C:C:C3:C:C(:C:C4:C:C:C(:C:1):C:2:C:3:4)N1:C(:C:C:C:1C(:O):O)C(:O):O,1
SR_wmn_v1-6c_Zr_1_Ch_1B_2NO2_Ch_1x1x2,0.10507,0.69272,0.913793,1768.77,1616.29,17.46069,15.42963,83379.92369,,,,2592,,1152,1152,288,C12H14N3O22Zr3,0.058823529,6,6c_Zr_1_Ch,20,O:C(:O)C1:C:C(:C(:C:C:1N(:O):O)C(:O):O)N(:O):O,1
SR_xbb_v1-8c_Co_1_Ch_v2-5c_bicyclooctane_Ch_v3-4c_bicyclooctane_Ch_1B_2DoU_Ch_ntn_edge_1x1x1,0.15212,0.88078,0.234263,6841.65,1602.75,22.86546,11.21326,48304.50986,,,,839,,20,20,16,C476Co4H324N18O17,0.004790419,8,8c_Co_1_Ch,,None,1
SR_wmb_v1-6c_Fe_1_Ch_1B_4F_Ch_2x2x1,0.21438,0.76322,0.708235,2315.42,1639.86,14.41364,13.02766,57696.63773,,,,1248,,360,360,288,C24F12Fe3O13,0.06122449,6,6c_Fe_1_Ch,16,O:C(:O)C1:C(F):C(F):C(C(:O):O):C(F):C:1F,1
SR_xbt_v1-4c_1anC_Ch_v2-8c_Co_1_Ch_1TrU_Ch_1DoU_Ch_2x2x2,0.32037,0.54022,1.41687,0,0,5.40287,3.35012,27620.43198,,,,1456,,640,640,512,C37Co8H12O34,0.096385542,8,8c_Co_1_Ch,"21,10",O:C(:O)C#CC(C#CC(:O):O)(C#CC(:O):O)C#CC(:O):O___O:C(:O)C=CC(:O):O,1
SR_xba_v1-4c_ethene_Ch_v2-8c_Mn_1_Ch_v3-4c_1anC_Ch_1TrU_Ch_ntn_edge_2x2x2,1.76854,0.56382,1.04817,0,0,8.07534,3.22335,20484.21917,,,,904,,160,160,128,C76Cl1Mn4N32,0.036697248,8,8c_Mn_1_Ch,"108,108,108,108",C1#CC2(C#CC3C#CC4(C#CC1=C1C#CC5(C#CC(C#C2)=C2C#CC6(C#CC=3C#CC3(C#CC7C#CC8(C#CC(C#CC(C#C1)(C#CC=7C#C4)C1:N:N:N:N:1)=C(C#C5)C#CC(C#C2)(C#CC(C#C8)=C(C#C6)C#C3)C1:N:N:N:N:1)C1:N:N:N:N:1)C1:N:N:N:N:1)C1:N:N:N:N:1)C1:N:N:N:N:1)C1:N:N:N:N:1)C1:N:N:N:N:1___C1#CC2(C#CC3C#CC4(C#CC5C#CC6(C#CC7C#CC(C#CC=51)(C#CC(C#C2)=C1C#CC2(C#CC=3C#CC3(C#CC(C#C4)=C(C#C6)C#CC4(C#CC=7C#CC(C#C1)(C#CC(C#C2)=C(C#C3)C#C4)C1:N:N:N:N:1)C1:N:N:N:N:1)C1:N:N:N:N:1)C1:N:N:N:N:1)C1:N:N:N:N:1)C1:N:N:N:N:1)C1:N:N:N:N:1)C1:N:N:N:N:1___C1#CC2(C#CC3C#CC4(C#CC5C#CC6(C#CC7C#CC(C#CC=51)(C#CC1C#CC5(C#CC=7C#CC7(C#CC(C#C6)=C(C#C4)C#CC4(C#CC=3C#CC(C#CC=1C#C2)(C#CC(C#C4)=C(C#C5)C#C7)C1:N:N:N:N:1)C1:N:N:N:N:1)C1:N:N:N:N:1)C1:N:N:N:N:1)C1:N:N:N:N:1)C1:N:N:N:N:1)C1:N:N:N:N:1)C1:N:N:N:N:1___C1#CC2(C#CC3C#CC4(C#CC5C#CC6(C#CC7C#CC8(C#CC(C#C6)=C(C#C4)C#CC4(C#CC=3C#CC3(C#CC(C#C2)=C2C#CC(C#CC=51)(C#CC=7C#CC(C#C2)(C#CC(C#C3)=C(C#C8)C#C4)C1:N:N:N:N:1)C1:N:N:N:N:1)C1:N:N:N:N:1)C1:N:N:N:N:1)C1:N:N:N:N:1)C1:N:N:N:N:1)C1:N:N:N:N:1)C1:N:N:N:N:1,1
SR_zjz_v1-3c_Cu_imadazoline_Ch_v2-3c_triazine_Ch_v3-4c_Cu_1_Ch_ntn_edge_1x1x1,0.06968,0.92162,0.266833,4634.04,1236.52,32.7084,23.0066,73277.73845,,,,708,,198,192,192,C22Cu7H12N14O4,0.134615385,"3,4","3c_Cu_imadazoline_Ch,4c_Cu_1_Ch","14,27,10",C1:N:N:C:C:1C1:C:N:N:C:1___C1:N:N:C:C:1C1:N:C(:N:C(:N:1)C1:C:N:N:C:1)C1:C:N:N:C:1___O:C(:O)C1:C:N:N:C:1,1
SR_ylf_v1-6c_Ni_1_Ch_v2-3c_pyrrole_Ch_2B_2NO2_Ch_ntn_edge_1x1x2,0.11162,0.78888,0.551297,2578.74,1421.65,22.16716,19.73529,111902.5926,,,,2880,,288,288,192,C37H13N11Ni2O27,0.022727273,6,6c_Ni_1_Ch,"6,166",O:C(:O)C(:O):O___O:C(:O)C1:C:C(:C(:C:C:1N(:O):O)C1:C:C(:C(:C:C:1N(:O):O)C1:C:C:C(C2:C:C(:C(:C:C:2N(:O):O)C2:C:C(:C(:C:C:2N(:O):O)C(:O):O)N(:O):O)N(:O):O):N:1C1:C:C(:C(:C:C:1N(:O):O)C1:C:C(:C(:C:C:1N(:O):O)N1:C(:C:C:C:1C1:C:C(:C(:C:C:1N(:O):O)C1:C:C(:C(:C:C:1N(:O):O)C(:O):O)N(:O):O)N(:O):O)C1:C:C(:C(:C:C:1N(:O):O)C1:C:C(:C(:C:C:1N(:O):O)C(:O):O)N(:O):O)N(:O):O)N(:O):O)N(:O):O)N(:O):O)N(:O):O,1
SR_wil_v1-6c_Cr_1_Ch_1B_2F_Ch_1x1x2,0.31366,0.7217,0.791919,2142.62,1696.78,13.27685,12.11032,103641.6048,,,,3328,,960,960,768,C24Cr3F6H6O13,0.06122449,6,6c_Cr_1_Ch,16,O:C(:O)C1:C:C(F):C(:C:C:1F)C(:O):O,1
SR_vcc_v1-6c_Zn_1_Ch_1B_2F_Ch_1x1x1,0.13231,0.7844,0.695811,3197.36,2224.76,11.63149,7.41911,67038.99436,,,,1696,,512,512,384,C24F6H6O13Zn4,0.081632653,6,6c_Zn_1_Ch,16,O:C(:O)C1:C:C(F):C(:C:C:1F)C(:O):O,1
SR_xbi_v1-8c_Zr_1_Ch_v2-4c_ethene_Ch_1B_2CN_Ch_1x1x1,0.10833,0.61428,1.03479,1464.86,1515.81,11.88909,5.32335,75201.08853,,,,3264,,1152,1152,384,C29H14N6O16Zr3,0.046153846,8,8c_Zr_1_Ch,"18,62",N#CC1:C:C(C(:O):O):C(C#N):C:C:1C(:O):O___N#CC1:C:C(C(:O):O):C(C#N):C:C:1C(=C(C1:C:C(C#N):C(:C:C:1C#N)C(:O):O)C1:C:C(C#N):C(:C:C:1C#N)C(:O):O)C1:C:C(C#N):C(:C:C:1C#N)C(:O):O,1
SR_urz_v1-8c_Co_2_Ch_v2-4c_porphyrin_Ch_v3-3c_B_Ch_1B_4CN_Ch_1x1x1,0.28849,0.76214,0.526532,3804.19,2003.03,14.67765,8.36833,44507.22531,,,,1164,,80,80,64,C180Cl1Co4H30N76,0.013937282,8,8c_Co_2_Ch,286,N#CC1:C(C#N):C(C2:C:C(:C:C(:C:2)C2:C(C#N):C(C#N):C(:C(C#N):C:2C#N)C2:C3:C:C:C(:N:3):C(C3:C(C#N):C(C#N):C(C4:C:C(:C:C(:C:4)C4:C(C#N):C(C#N):C(C5C:N:N:N:5):C(C#N):C:4C#N)C4:C(C#N):C(C#N):C(C5C:N:N:N:5):C(C#N):C:4C#N):C(C#N):C:3C#N):C3:C:C:C(:[NH]:3):C(C3:C(C#N):C(C#N):C(C4:C:C(:C:C(:C:4)C4:C(C#N):C(C#N):C(C5C:N:N:N:5):C(C#N):C:4C#N)C4:C(C#N):C(C#N):C(C5C:N:N:N:5):C(C#N):C:4C#N):C(C#N):C:3C#N):C3:C:C:C(:N:3):C(C3:C(C#N):C(C#N):C(C4:C:C(:C:C(:C:4)C4:C(C#N):C(C#N):C(C5C:N:N:N:5):C(C#N):C:4C#N)C4:C(C#N):C(C#N):C(C5C:N:N:N:5):C(C#N):C:4C#N):C(C#N):C:3C#N):C3:C:C:C:2:[NH]:3)C2:C(C#N):C(C#N):C(C3C:N:N:N:3):C(C#N):C:2C#N):C(C#N):C(C#N):C:1C1C:N:N:N:1,1
SR_wkf_v1-6c_Zr_1_Ch_2TrU_Ch_1x1x1,0.09597,0.82916,0.53104,3318.33,1762.17,16.43213,13.40702,56231.29308,,,,936,,576,576,144,C9H11O16Zr3,0.083333333,6,6c_Zr_1_Ch,10,O:C(:O)C#CC#CC(:O):O,1
SR_xxv_v1-12c_Eu_1_Ch_v2-3c_B_Ch_ntn_edge_1B_4Br_Ch_2x2x2,0.10803,0.57812,1.64381,512.651,842.7,11.38481,4.73881,57970.7986,,,,2256,,384,384,192,Br24C78Eu3H20O16,0.02173913,12,12c_Eu_1_Ch,88,O:C(:O)C1:C:C2:C:C(:C:1)C1:C(Br):C(Br):C(C3:C:C(:C:C(:C:3)C3:C(Br):C(Br):C(C4:C:C(:C:C(:C:4)C4:C(Br):C(Br):C(C5:C:C(:C:C(:C:5)C5:C(Br):C(Br):C2:C(Br):C:5Br)C(:O):O):C(Br):C:4Br)C(:O):O):C(Br):C:3Br)C(:O):O):C(Br):C:1Br,1
SR_urn_v1-8c_Zr_1_Ch_v2-4c_pyrene_Ch_v3-3c_triazine_Ch_ntn_edge_4B_fused_8H_Ch_1x1x1,0.0531,0.91196,0.190509,4991.63,950.951,49.23811,26.21515,151473.6479,,,,1746,,144,144,48,C176H84N12O16Zr3,0.010416667,8,8c_Zr_1_Ch,,None,1
SR_xbb_v1-8c_Co_2_Ch_v2-5c_bicyclooctane_Ch_v3-4c_bicyclooctane_Ch_2B_1TrU_Ch_ntn_edge_1x1x1,0.10504,0.90978,0.177309,7127.41,1263.75,28.39079,13.99423,80093.41114,,,,991,,20,20,16,C612Cl1Co4H332N42,0.004052685,8,8c_Co_2_Ch,,None,1
SR_why_v1-6c_Zr_1_Ch_1B_2CH3_Ch_1x1x1,0.09712,0.75308,0.697722,2474.93,1726.82,12.87631,10.65571,55824.70072,,,,1824,,768,768,192,C15H23O16Zr3,0.055555556,6,6c_Zr_1_Ch,22,CC1:C:C(C(:O):O):C(C):C:C:1C(:O):O,1
SR_vbp_v1-6c_Cr_1_Ch_1B_4Br_Ch_2x1x1,0.38059,0.61692,1.59929,957.263,1530.94,9.09694,6.00309,53561.52674,,,,1664,,480,480,384,Br12C24Cr3O13,0.06122449,6,6c_Cr_1_Ch,16,O:C(:O)C1:C(Br):C(Br):C(C(:O):O):C(Br):C:1Br,1
SR_yavd_v1-6c_B_Ch_v2-4c_V_1_Ch_1B_2TrU_Ch_1x1x1,0.36932,0.88132,0.271328,6490.6,1761.08,13.59961,11.29306,28604.51158,,,,348,,54,48,48,C18H6O4V1,0.035714286,4,4c_V_1_Ch,"20,108",O:C(:O)C#CC1:C:C:C(C#CC(:O):O):C:C:1___O:C(:O)C#CC1:C:C:C(C#CC2:C(C#CC3:C:C:C(C#CC(:O):O):C:C:3):C(C#CC3:C:C:C(C#CC(:O):O):C:C:3):C(C#CC3:C:C:C(C#CC(:O):O):C:C:3):C(C#CC3:C:C:C(C#CC(:O):O):C:C:3):C:2C#CC2:C:C:C(C#CC(:O):O):C:C:2):C:C:1,1
SR_xly_v1-8c_Zr_1_Ch_v2-3c_B_Ch_1B_2NH2_Ch_ntn_edge_1x1x2,0.11712,0.80694,0.480637,3150.35,1514.17,28.39248,27.41989,55582.07421,,,,1260,,288,288,96,C40H38N8O16Zr3,0.029411765,8,8c_Zr_1_Ch,86,NC1:C:C(C2:C:C(:C:C(:C:2)C2:C:C(N):C(:C:C:2N)C(:O):O)C2:C:C(:C:C(:C:2)C2:C:C(N):C(:C:C:2N)C(:O):O)C2:C:C(N):C(:C:C:2N)C(:O):O):C(N):C:C:1C(:O):O,1
SR_vbl_v1-6c_Al_1_Ch_1DoU_Ch_1x2x1,0.72833,0.7319,0.689175,2645.63,1823.3,13.07061,7.32768,67716.46315,,,,2176,,960,960,768,Al3C12H6O13,0.096774194,6,6c_Al_1_Ch,10,O:C(:O)C=CC(:O):O,1
